yyyy,mm,maxC,minC
1970,11,9.2,3
1970,12,6.6,2
1971,1,6.3,1.2
1971,2,7.8,1.3
1971,3,8.2,1.8
1971,4,10.7,3.5
1971,5,15.5,5.9
1971,6,14.8,7.6
1971,7,20.7,11.1
1971,8,18.2,10.9
1971,9,18.2,9.3
1971,10,14.4,6.5
1971,11,8.4,2.6
1971,12,9.1,3.9
1972,1,5.1,1.2
1972,2,5.7,1
1972,3,8.9,1.9
1972,4,11.7,4.4
1972,5,13.9,5.8
1972,6,15.4,7.2
1972,7,19,9.8
1972,8,18.8,10.1
1972,9,15.5,6.9
1972,10,13.5,5.9
1972,11,8.5,2.4
1972,12,7,1.7
1973,1,6.3,1.7
1973,2,7.7,0.8
1973,3,10.7,2.3
1973,4,9.7,2.3
1973,5,14.1,6.2
1973,6,18.8,9.9
1973,7,19.2,10.6
1973,8,19,10.1
1973,9,16.7,8.9
1973,10,11.8,5.2
1973,11,7.9,1.7
1973,12,7,0.5
1974,1,7.7,1.8
1974,2,7.5,2.1
1974,3,7.7,1.6
1974,4,9.6,2.6
1974,5,15.1,5.7
1974,6,16.7,7.9
1974,7,18.2,9.8
1974,8,18.5,9.8
1974,9,15,7.4
1974,10,10,4.4
1974,11,8.5,2.9
1974,12,9.6,3.6
1975,1,8.8,2.4
1975,2,6.3,0.8
1975,3,7.6,0.7
1975,4,11.6,3.7
1975,5,12.2,3.7
1975,6,18.6,7.8
1975,7,20.1,11.7
1975,8,22.8,12.4
1975,9,16.1,7.9
1975,10,12.5,5.1
1975,11,8.7,2
1975,12,8.4,2.3
1976,1,7.4,2.1
1976,2,6.5,1.7
1976,3,7.1,1.1
1976,4,10.7,3.5
1976,5,14.5,6.5
1976,6,20.3,10.4
1976,7,22.1,10.7
1976,8,21.9,9.9
1976,9,15.4,8.6
1976,10,12.8,6.7
1976,11,8,1.5
1976,12,4,-0.5
1977,1,4.5,-0.8
1977,2,5.9,0.9
1977,3,9.2,2.7
1977,4,10.3,2.6
1977,5,13.6,4.7
1977,6,15.9,7.2
1977,7,18.8,10.3
1977,8,18.6,10.1
1977,9,16.1,8.5
1977,10,13.5,7.7
1977,11,8.4,2.9
1977,12,7.4,2.8
1978,1,4.8,-0.9
1978,2,3.7,-2
1978,3,9.9,2.8
1978,4,9.4,2.4
1978,5,15.4,6
1978,6,17,8.5
1978,7,17.8,9.8
1978,8,17.7,10.7
1978,9,16.6,10
1978,10,14.5,8.3
1978,11,10.7,4.7
1978,12,4.7,0.1
1979,1,2.4,-3.5
1979,2,2.8,-1.1
1979,3,6.4,0.9
1979,4,10,3.4
1979,5,12.8,4.6
1979,6,17.8,9.1
1979,7,19.6,11
1979,8,18,9.8
1979,9,16.7,8.4
1979,10,13.5,7.5
1979,11,9.4,2.8
1979,12,6.9,2.4
1980,1,4,-0.1
1980,2,6.8,2.3
1980,3,6.9,0.7
1980,4,12.4,4.1
1980,5,14.6,4.6
1980,6,16.6,9
1980,7,18,10
1980,8,18.9,10.9
1980,9,17.5,10
1980,10,11.5,4.7
1980,11,8.8,3.8
1980,12,8.1,2.7
1981,1,7.1,0.1
1981,2,5.5,0.3
1981,3,9.6,3.1
1981,4,10.8,3.1
1981,5,15.1,6.3
1981,6,16.5,8.8
1981,7,19.2,10.6
1981,8,20.3,10.8
1981,9,18.3,9.5
1981,10,10.9,3.3
1981,11,10.5,3.7
1981,12,2.9,-3.3
1982,1,4.8,-2.1
1982,2,7.4,1.5
1982,3,9.3,1.8
1982,4,13.1,3.6
1982,5,15.5,5.5
1982,6,17,9.8
1982,7,19.2,11.2
1982,8,19.3,11.2
1982,9,18,8.7
1982,10,12.2,6.4
1982,11,9.3,4.4
1982,12,6.3,0.2
1983,1,8.5,2.9
1983,2,4.2,-1.2
1983,3,9,2.9
1983,4,9.3,2
1983,5,12.1,5.5
1983,6,17,8.7
1983,7,22.9,12.6
1983,8,21.1,11.4
1983,9,16.1,9.1
1983,10,13.2,6.2
1983,11,9.2,4.2
1983,12,8.1,2.2
1984,1,4.8,-0.5
1984,2,5.6,0.4
1984,3,6.9,1.9
1984,4,12.4,2.5
1984,5,13.9,4.4
1984,6,17.7,9.2
1984,7,21.2,10.4
1984,8,20.9,10.8
1984,9,16,9.3
1984,10,14.1,6.8
1984,11,9.5,5.2
1984,12,7.1,1.6
1985,1,3.3,-1.5
1985,2,5.5,-1.4
1985,3,7.7,0.6
1985,4,11,4
1985,5,13.5,5.9
1985,6,15.9,6.9
1985,7,19,10.7
1985,8,17.6,10.2
1985,9,17.5,9.5
1985,10,14.1,7.5
1985,11,6.4,0.2
1985,12,7.5,2.3
1986,1,5,-0.3
1986,2,1.8,-3
1986,3,7.8,0.8
1986,4,8.4,1.7
1986,5,14.4,6.7
1986,6,18.1,8.9
1986,7,19.2,10.8
1986,8,15.9,8.7
1986,9,16.2,6.4
1986,10,13.7,6.3
1986,11,10.5,4.3
1986,12,7.8,2.4
1987,1,2.9,-1.5
1987,2,6.5,0.2
1987,3,7.2,0.5
1987,4,13.5,5
1987,5,13.3,4.9
1987,6,15.1,7.7
1987,7,19,11.1
1987,8,18.3,11.1
1987,9,16.7,8.6
1987,10,11.8,5.1
1987,11,8.9,3.4
1987,12,8.2,3
1988,1,7,1.3
1988,2,7.5,1.4
1988,3,9.1,1.7
1988,4,11.6,3.8
1988,5,14.8,5.9
1988,6,18.4,9.4
1988,7,17.9,10.4
1988,8,19.3,10.2
1988,9,16.6,8.5
1988,10,13,6.7
1988,11,9,2
1988,12,10.1,4.4
1989,1,9.5,3.1
1989,2,8.6,2.1
1989,3,10.8,2.2
1989,4,9.7,2.3
1989,5,16.5,6.3
1989,6,19,8
1989,7,22.5,11.2
1989,8,20.2,10.7
1989,9,18,8.7
1989,10,14.7,6.9
1989,11,9.2,2.9
1989,12,6.6,0.5
1990,1,8.7,2.1
1990,2,9.6,3.1
1990,3,12.1,4.2
1990,4,12.7,2.3
1990,5,16.6,5.8
1990,6,17.3,8.1
1990,7,20.6,9.7
1990,8,22.3,11.8
1990,9,16.5,7.7
1990,10,13.8,7.8
1990,11,9.2,3.5
1990,12,7.2,1.6
1991,1,5.5,-0.9
1991,2,4.9,-0.8
1991,3,10.8,3.6
1991,4,11.1,3.1
1991,5,14.4,6.2
1991,6,15.7,6.8
1991,7,21,11.4
1991,8,21.3,11.1
1991,9,18.1,7.5
1991,10,12.6,5.8
1991,11,9.1,1.6
1991,12,7.8,-0.1
1992,1,7.1,0
1992,2,9.1,1.7
1992,3,10.4,3
1992,4,11.9,4.1
1992,5,16.6,6.6
1992,6,19.7,9.5
1992,7,19.6,10.7
1992,8,18.8,9.8
1992,9,15.7,8.5
1992,10,10.5,3.2
1992,11,9.8,2.4
1992,12,5.9,0
1993,1,8.3,1.1
1993,2,8.2,2.1
1993,3,10.1,1.8
1993,4,11.8,4.4
1993,5,14.3,5.8
1993,6,18.1,8.9
1993,7,18.6,10.2
1993,8,18.6,9.1
1993,9,15.2,7.7
1993,10,11,4.2
1993,11,5.9,0.7
1993,12,6.3,1
1994,1,6.5,1
1994,2,4.7,-1.3
1994,3,10,3
1994,4,11,3.4
1994,5,12.9,5
1994,6,17.7,9
1994,7,21.3,10.6
1994,8,18.4,10
1994,9,15.3,7.6
1994,10,12.6,5
1994,11,11.5,5.2
1994,12,8.1,2.4
1995,1,5.9,0.3
1995,2,8.3,2.6
1995,3,8.1,0.9
1995,4,12.3,3.6
1995,5,15.3,5.8
1995,6,17.3,8.3
1995,7,21.6,11.7
1995,8,23.1,11.3
1995,9,16.7,8.7
1995,10,15.6,8
1995,11,10,4
1995,12,4.5,-0.9
1996,1,5.1,1.9
1996,2,5.7,-0.7
1996,3,5.4,1.2
1996,4,11.5,3.7
1996,5,12.6,3.9
1996,6,18.2,7.9
1996,7,20.1,10.2
1996,8,20.7,10.6
1996,9,16.4,8.8
1996,10,14.3,6.9
1996,11,7.9,1.8
1996,12,5.1,0.4
1997,1,5.3,-0.3
1997,2,9,2.2
1997,3,11.8,3.9
1997,4,12.7,4.1
1997,5,14.6,4.9
1997,6,16,9
1997,7,20.8,11.1
1997,8,22,12.3
1997,9,17.2,8
1997,10,13.1,5.4
1997,11,10.2,5
1997,12,7.9,2.7
1998,1,6.8,1.4
1998,2,10.9,4.3
1998,3,11,3.1
1998,4,10.6,3.4
1998,5,16.3,7.3
1998,6,16.8,9.1
1998,7,18.5,10.5
1998,8,18.7,11
1998,9,16.7,10.3
1998,10,12.8,5.9
1998,11,8.3,1.7
1998,12,7.8,1.5
1999,1,7.7,1.6
1999,2,8.2,1.4
1999,3,9.9,3.1
1999,4,12.6,4
1999,5,15.8,7.6
1999,6,16.7,8.3
1999,7,20.8,11.5
1999,8,19,10.8
1999,9,19.6,10.2
1999,10,13.6,6.1
1999,11,10.3,4.3
1999,12,6.3,0.7
2000,1,7.9,1.9
2000,2,8.7,2.4
2000,3,10.8,3.6
2000,4,11,3.4
2000,5,15.2,6.5
2000,6,17.2,9.4
2000,7,17.8,10.4
2000,8,20.2,10.9
2000,9,17.3,9.7
2000,10,13,6
2000,11,8.8,3.4
2000,12,6.8,2.3
2001,1,5.7,0.1
2001,2,7.4,-0.4
2001,3,7.5,0.1
2001,4,10.5,3
2001,5,16.7,6.4
2001,6,16.8,8.9
2001,7,20.1,12
2001,8,20.3,11.7
2001,9,16,9.7
2001,10,15.7,9.9
2001,11,11,4.2
2001,12,6,0.3
2002,1,7.5,1.5
2002,2,9.3,2.8
2002,3,11.1,2.8
2002,4,13.3,4.1
2002,5,15.1,7.6
2002,6,17.5,9.9
2002,7,19.3,10.6
2002,8,20.5,12.7
2002,9,17.4,9.5
2002,10,12.4,5.4
2002,11,9.6,4.6
2002,12,6.4,3.5
2003,1,7,2.2
2003,2,6.8,-0.7
2003,3,12.1,2
2003,4,14,4.3
2003,5,15.8,7.7
2003,6,19.6,10.9
2003,7,20.4,12.8
2003,8,21,12.2
2003,9,18.3,8.9
2003,10,12.8,5
2003,11,10.5,4.4
2003,12,7.7,0.9
2004,1,7.6,2.4
2004,2,8.8,3
2004,3,10.4,2.9
2004,4,13.1,5.9
2004,5,16.5,6.2
2004,6,18.7,10.1
2004,7,19.1,10.9
2004,8,20,12.5
2004,9,17.6,9.7
2004,10,12.6,6.6
2004,11,10,4.3
2004,12,8.3,1.7
2005,1,8.4,2.7
2005,2,6.9,1.3
2005,3,9.7,3.7
2005,4,11.7,4.1
2005,5,14.9,6.2
2005,6,18.6,10
2005,7,19.7,11.7
2005,8,20.2,10.5
2005,9,18.7,9.7
2005,10,14.6,8.9
2005,11,9.4,2.4
2005,12,7.3,1.2
2006,1,6.3,1.3
2006,2,7,1.1
2006,3,6.7,0.8
2006,4,12,3.9
2006,5,15.1,6.3
2006,6,19.7,9.9
2006,7,24.2,12.4
2006,8,19.2,11.5
2006,9,20,11.8
2006,10,15.5,8.6
2006,11,11,4.5
2006,12,7.6,2.2
2007,1,9.5,3.1
2007,2,8.5,2.1
2007,3,10.2,3.3
2007,4,15.4,6
2007,5,14.8,6.9
2007,6,17.4,9.9
2007,7,19,10.9
2007,8,19.2,10.6
2007,9,17.4,8.8
2007,10,14.2,6.1
2007,11,10.4,3.9
2007,12,6.5,1.1
2008,1,7.9,2.8
2008,2,8.9,0.7
2008,3,9.1,1.9
2008,4,11.2,3.3
2008,5,15.7,7.1
2008,6,17.8,9.1
2008,7,20.1,11.4
2008,8,19.1,12.2
2008,9,16.6,9.6
2008,10,12.8,5.2
2008,11,9,3.7
2008,12,6.4,0.6
2009,1,6,0.4
2009,2,7.6,2
2009,3,11,3
2009,4,13.7,4.3
2009,5,16,6.8
2009,6,17.9,8.9
2009,7,19.7,11.4
2009,8,20.1,12.1
2009,9,17.9,9.5
2009,10,14,7.1
2009,11,10.4,4.7
2009,12,5.1,-0.5
2010,1,3.5,-1.1
2010,2,4.6,-1
2010,3,9.7,2
2010,4,13.5,4.1
2010,5,15,5.2
2010,6,19.4,9.5
2010,7,20.3,12.1
2010,8,19.1,10.1
2010,9,17.9,9.8
2010,10,13,6.4
2010,11,7.6,2
2010,12,2.7,-3.4
2011,1,6.3,0.5
2011,2,8.4,2.8
2011,3,10.5,2.1
2011,4,16.5,5.9
2011,5,16,7.4
2011,6,18.6,8.8
2011,7,19.5,9.7
2011,8,18.6,10.6
2011,9,18.1,10.2
2011,10,14.6,8.2
2011,11,11.4,6
2011,12,7.5,2.3
2012,1,7.7,1.5
2012,2,8.1,1.8
2012,3,13.7,3.6
2012,4,10.8,2.9
2012,5,15.2,5.9
2012,6,16.1,8.7
2012,7,18.3,10.9
2012,8,19.9,11.3
2012,9,16.8,8.7
2012,10,12.4,4.4
2012,11,9.2,2.9
2012,12,6.6,1.1
2013,1,5.5,0.8
2013,2,6,0.2
2013,3,4.9,-0.2
2013,4,10.9,3.3
2013,5,15,5.8
2013,6,18.1,8.9
2013,7,23.2,12.8
2013,8,20.6,11.9
2013,9,17.1,8.8
2013,10,14.4,8.8
2013,11,9.2,2.3
2013,12,8.8,3.1
2014,1,7.1,2.3
2014,2,8.3,2.8
2014,3,10.9,3.2
2014,4,13.4,5.7
2014,5,15.6,7.7
2014,6,19,10.3
2014,7,21.8,11.5
2014,8,18.6,10.2
2014,9,18.2,9.9
2014,10,14.9,7.8
2014,11,10.5,4.9
2014,12,8.1,1.9
2015,1,6.7,1.5
2015,2,7.7,1
2015,3,10,2.2
2015,4,13.7,3.4
2015,5,14.4,6
2015,6,17.8,8
2015,7,19.1,10.5
2015,8,19.4,11.1
2015,9,16.7,7.6
2015,10,14.2,6.2
2015,11,11.4,5.7
2015,12,10.9,5
2016,1,7.2,2.2
2016,2,7.9,0.8
2016,3,9.7,2.3
2016,4,10.9,2.9
2016,5,15.5,7
2016,6,17.7,9.4
2016,7,20.2,12.1
2016,8,20.2,12
2016,9,19.2,11.3
2016,10,13.8,6.8
2016,11,8.2,1.7
2016,12,9,3.1
2017,1,6.5,0.7
2017,2,8.7,2.7
2017,3,11.7,4.1
2017,4,13.6,4.3
2017,5,17.3,8
2017,6,19,11.1
2017,7,19.2,11.1
2017,8,19.1,10.9
2017,9,16.8,9.3
2017,10,15.3,8.9
2017,11,9.5,2.9
2017,12,7.4,1.4
2018,1,6.7,1.6
2018,2,5.5,-0.2
2018,3,7.2,1
2018,4,12.8,5.1
2018,5,18.1,7.1
2018,6,19.9,9.7
2018,7,23.4,12.1
2018,8,20.2,12.1
2018,9,17.6,9.1
