yyyy,mm,maxC,minC
1979,9,18.7,10.1
1979,10,16.1,9.5
1979,11,11.4,4.4
1979,12,9.7,4.4
1980,1,6.4,0.1
1980,2,10,4.1
1980,3,9,3
1980,4,14.4,6.2
1980,5,17.6,7.7
1980,6,18.5,10.7
1980,7,19.2,12
1980,8,21,13.3
1980,9,19.5,12.8
1980,10,14,6.6
1980,11,9.6,4.5
1980,12,9.5,3.4
1981,1,8.7,2.8
1981,2,7.3,0.7
1981,3,11.3,6.6
1981,4,13.5,5.4
1981,5,15.1,9
1981,6,17.9,10.6
1981,7,21.3,12.7
1981,8,22.8,13.3
1981,9,19.8,11.4
1981,10,13,6.4
1981,11,11.7,5.5
1981,12,6,0
1982,1,7.4,2.1
1982,2,8.5,3.3
1982,3,10.7,2.8
1982,4,14.8,5.4
1982,5,17.3,8.3
1982,6,20.9,12.8
1982,7,22.7,13.6
1982,8,21.1,13.2
1982,9,20.5,11.4
1982,10,14.5,8.3
1982,11,11.9,6.9
1982,12,8.9,2.8
1983,1,10.3,5
1983,2,6.1,0.7
1983,3,10.4,3.3
1983,4,11.7,4.3
1983,5,14.6,8.3
1983,6,20.1,11.9
1983,7,26.4,16.1
1983,8,24.5,14
1983,9,18.6,11.5
1983,10,15.1,8.4
1983,11,11.7,6.2
1983,12,9.9,4
1984,1,8.7,2.6
1984,2,8.1,2.4
1984,3,9.2,2.8
1984,4,14.8,4.5
1984,5,15.6,7.3
1984,6,21.4,11.6
1984,7,22.8,12.8
1984,8,23.1,14.1
1984,9,18.6,11.3
1984,10,15.4,9.1
1984,11,12.1,6.3
1984,12,9.6,2.9
1985,1,4.5,-1.4
1985,2,6.4,0.3
1985,3,9.3,1.5
1985,4,13.8,5
1985,5,17,7.7
1985,6,18.4,9.7
1985,7,21.7,13
1985,8,18.7,12.5
1985,9,19.7,11.5
1985,10,15.8,9.3
1985,11,8.8,2.2
1985,12,10,5.6
1986,1,7.9,1.9
1986,2,2.8,-2.1
1986,3,9,2.3
1986,4,10.6,3.3
1986,5,14.6,8.1
1986,6,21.2,11.8
1986,7,21.2,13
1986,8,19,11.8
1986,9,17.5,8.2
1986,10,16.1,8.9
1986,11,12.4,5.8
1986,12,10.1,3.9
1987,1,4.3,-0.5
1987,2,7.9,1.9
1987,3,8.7,2.1
1987,4,14.5,6.6
1987,5,16.5,7.7
1987,6,18.1,10.7
1987,7,21.8,13.4
1987,8,21.8,12.7
1987,9,19.7,12
1987,10,15,8.2
1987,11,10.8,4.9
1987,12,8.8,4.8
1988,1,9.1,4
1988,2,9,2.5
1988,3,10.6,4.3
1988,4,13.3,5.1
1988,5,17.8,9.4
1988,6,20,11.6
1988,7,18.7,12.3
1988,8,20.3,11.5
1988,9,18.7,10.9
1988,10,15.4,9.3
1988,11,10.9,2.8
1988,12,10.6,5.6
1989,1,9.8,4.1
1989,2,10.3,3.7
1989,3,11.9,5.2
1989,4,11.6,4.2
1989,5,20.3,10.1
1989,6,21.1,11.6
1989,7,25.2,15
1989,8,23.3,13.2
1989,9,20.7,12.3
1989,10,16.6,9.9
1989,11,11.8,4.6
1989,12,9.6,4
1990,1,10.4,5
1990,2,11.2,6.1
1990,3,12.7,5.4
1990,4,14.1,4.8
1990,5,19.8,9.2
1990,6,18,11
1990,7,22.8,13.3
1990,8,24.5,14.3
1990,9,20.3,9.9
1990,10,16.3,10.2
1990,11,11.3,5.5
1990,12,8.1,2.8
1991,1,7.5,2.6
1991,2,5.6,-0.6
1991,3,12.1,5.2
1991,4,12.7,5.2
1991,5,16.5,8.1
1991,6,16.6,10
1991,7,21.5,14.1
1991,8,23.3,14.1
1991,9,21.6,11.8
1991,10,14.5,8.3
1991,11,10.8,5
1991,12,8.9,2.7
1992,1,7.7,1.9
1992,2,9.3,2.7
1992,3,11.1,5.1
1992,4,13.2,5.8
1992,5,19.9,10.1
1992,6,22.1,12
1992,7,21,14.2
1992,8,20.3,13.8
1992,9,18.4,11.5
1992,10,13.2,5.7
1992,11,12.2,5.8
1992,12,8,2.6
1993,1,10,4.4
1993,2,7.9,3.3
1993,3,11.1,3.9
1993,4,14,7.1
1993,5,17.8,9.2
1993,6,20.9,12
1993,7,20.6,12.5
1993,8,20.9,11.5
1993,9,17.8,9.9
1993,10,13.2,6.8
1993,11,9.6,2.8
1993,12,9.6,3.9
1994,1,9.3,3.4
1994,2,8,1.7
1994,3,11.9,5.3
1994,4,12.6,5.4
1994,5,15.7,8.8
1994,6,20.1,11.3
1994,7,24.3,14.5
1994,8,22.1,13.8
1994,9,18,10.7
1994,10,15.9,7.7
1994,11,13.5,9.4
1994,12,10.9,4.7
1995,1,9,3.1
1995,2,10.6,5.1
1995,3,10.7,2.6
1995,4,14.8,6.3
1995,5,17.9,8.4
1995,6,21.4,11.3
1995,7,25.1,14.9
1995,8,27.1,15.8
1995,9,19.3,11.2
1995,10,17.7,11.4
1995,11,12.5,5.9
1995,12,6.5,2
1996,1,7.7,4.4
1996,2,6.9,0.5
1996,3,9,2.6
1996,4,13.7,5.5
1996,5,14.7,6.4
1996,6,20.6,10.8
1996,7,22.3,13
1996,8,22.2,13.4
1996,9,19,10.6
1996,10,16.2,9.7
1996,11,10.9,3.3
1996,12,6.7,1.8
1997,1,5.5,0.3
1997,2,10,4.1
1997,3,12.8,5.1
1997,4,15.6,5.3
1997,5,17.6,8.4
1997,6,19.3,12.2
1997,7,22.7,13.4
1997,8,23.8,16.2
1997,9,20.7,11.3
1997,10,16.9,8.1
1997,11,13,6.2
1997,12,9.9,4.2
1998,1,9.3,3.9
1998,2,10.9,3.5
1998,3,12.2,6
1998,4,12.3,5.4
1998,5,20.8,10.5
1998,6,18.7,12
1998,7,20.3,13.1
1998,8,22.9,12.4
1998,9,19.9,12.7
1998,10,15.5,8.9
1998,11,11,4.6
1998,12,10,4
1999,1,9.9,4.1
1999,2,9.5,3.3
1999,3,12,4.2
1999,4,14.4,6.7
1999,5,18.6,10.4
1999,6,19.4,10.9
1999,7,24.2,14
1999,8,21.8,14.1
1999,9,21.2,13.3
1999,10,16.1,8.1
1999,11,11.8,6
1999,12,9.3,3
2000,1,9.1,2.1
2000,2,10.9,4.3
2000,3,12.5,4.7
